State/UT,Year,Cause,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Total
KERALA,2007,By Jumping from (Building),0,10,5,4,2,21,0,3,2,1,0,6,27
KERALA,2007,By Jumping from (Other sites),0,2,3,2,0,7,0,0,2,0,0,2,9
KERALA,2007,By Jumping off Moving Vehicles/Trains,0,7,6,2,1,16,0,0,2,4,0,6,22
KERALA,2007,By Machine,0,0,1,1,0,2,0,0,1,2,0,3,5
KERALA,2007,By Overdose of sleeping pills,0,3,5,8,2,18,0,5,10,8,5,28,46
KERALA,2007,By touching electric wires,0,4,2,0,1,7,0,0,0,0,0,0,7
KERALA,2007,By coming under running vehicles/trains,0,39,110,65,42,256,0,14,17,14,4,49,305
KERALA,2007,By Other means (please specify),1,9,16,16,8,50,0,3,6,11,5,25,75
KERALA,2007,Total,48,1097,2069,2273,1101,6588,43,610,681,647,393,2374,8962
KERALA,2007,Total (Poison),11,324,724,898,491,2448,12,146,233,228,140,759,3207
KERALA,2007,Total (Jumping),0,12,8,6,2,28,0,3,4,1,0,8,36
KERALA,2008,By Over Alcoholism,0,0,3,6,4,13,0,0,0,0,0,0,13
KERALA,2008,By Drowning,4,51,101,68,77,301,1,45,52,54,65,217,518
KERALA,2008,By Fire/Self Immolation,0,16,35,31,22,104,4,121,93,75,63,356,460
KERALA,2008,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,2008,By Hanging,18,622,1165,1004,478,3287,29,312,296,263,142,1042,4329
KERALA,2008,By Consuming Insecticides,0,119,295,438,220,1072,3,86,114,99,62,364,1436
KERALA,2008,By Consuming Other Poison,4,135,340,353,198,1030,4,78,98,115,59,354,1384
KERALA,2008,By Self Infliction of injury,0,2,3,3,5,13,0,2,2,0,1,5,18
KERALA,2008,By Jumping from (Building),0,8,3,8,3,22,0,1,2,1,2,6,28
KERALA,2008,By Jumping from (Other sites),0,2,1,0,0,3,0,1,0,0,0,1,4
KERALA,2008,By Jumping off Moving Vehicles/Trains,0,10,10,8,1,29,0,4,5,2,1,12,41
KERALA,2008,By Machine,0,1,5,2,1,9,0,0,1,0,0,1,10
KERALA,2008,By Overdose of sleeping pills,0,10,9,5,5,29,0,4,11,6,4,25,54
KERALA,2008,By touching electric wires,0,5,6,0,0,11,0,0,0,0,0,0,11
KERALA,2008,By coming under running vehicles/trains,0,34,71,74,17,196,1,12,16,20,3,52,248
KERALA,2008,By Other means (please specify),0,1,1,1,8,11,0,0,2,2,0,4,15
KERALA,2008,Total,26,1016,2048,2001,1039,6130,42,666,692,637,402,2439,8569
KERALA,2008,Total (Poison),4,256,638,794,423,2115,7,166,214,214,122,723,2838
KERALA,2008,Total (Jumping),0,10,4,8,3,25,0,2,2,1,2,7,32
KERALA,2009,By Over Alcoholism,0,3,10,7,9,29,0,4,3,4,4,15,44
KERALA,2009,By Drowning,1,54,94,60,70,279,1,46,59,76,82,264,543
KERALA,2009,By Fire/Self Immolation,1,23,37,38,28,127,7,116,84,96,72,375,502
KERALA,2009,By Fire-Arms,0,1,1,0,0,2,0,0,0,0,0,0,2
KERALA,2009,By Hanging,28,754,1023,1060,559,3424,14,326,263,220,155,978,4402
KERALA,2009,By Consuming Insecticides,4,122,357,440,180,1103,3,69,86,100,48,306,1409
KERALA,2009,By Consuming Other Poison,1,169,341,365,186,1062,5,107,80,94,76,362,1424
KERALA,2009,By Self Infliction of injury,0,3,2,4,3,12,0,3,0,1,0,4,16
KERALA,2009,By Jumping from (Building),1,5,9,6,3,24,0,3,3,3,0,9,33
KERALA,2009,By Jumping from (Other sites),0,0,1,1,0,2,0,0,1,1,0,2,4
KERALA,2009,By Jumping off Moving Vehicles/Trains,0,10,20,6,2,38,0,4,2,1,0,7,45
KERALA,2009,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,2009,By Overdose of sleeping pills,0,7,10,7,0,24,0,2,6,7,1,16,40
KERALA,2009,By touching electric wires,0,0,4,0,0,4,0,2,0,1,0,3,7
KERALA,2009,By coming under running vehicles/trains,2,37,67,41,26,173,0,22,24,23,7,76,249
KERALA,2009,By Other means (please specify),0,3,3,7,6,19,0,1,5,6,4,16,35
KERALA,2009,Total,38,1191,1979,2042,1072,6322,30,705,616,633,449,2433,8755
KERALA,2009,Total (Poison),5,294,700,809,369,2177,8,179,166,195,124,672,2849
KERALA,2009,Total (Jumping),1,5,10,7,3,26,0,3,4,4,0,11,37
KERALA,2010,By Over Alcoholism,0,0,5,11,4,20,0,0,0,0,0,0,20
KERALA,2010,By Drowning,6,51,96,98,78,329,2,56,65,69,89,281,610
KERALA,2010,By Fire/Self Immolation,1,20,47,39,23,130,3,107,87,58,70,325,455
KERALA,2010,By Fire-Arms,0,1,1,1,0,3,0,0,2,0,0,2,5
KERALA,2010,By Hanging,35,632,1130,1066,487,3350,27,288,266,216,148,945,4295
KERALA,2010,By Consuming Insecticides,4,106,273,442,217,1042,10,49,85,84,44,272,1314
KERALA,2010,By Consuming Other Poison,14,159,297,423,240,1133,4,77,89,90,55,315,1448
KERALA,2010,By Self Infliction of injury,0,2,4,1,0,7,0,0,2,0,1,3,10
KERALA,2010,By Jumping from (Building),0,9,12,15,2,38,0,5,3,2,0,10,48
KERALA,2010,By Jumping from (Other sites),0,5,7,6,2,20,0,1,0,0,1,2,22
KERALA,2010,By Jumping off Moving Vehicles/Trains,0,12,19,14,2,47,0,3,2,4,0,9,56
KERALA,2010,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,2010,By Overdose of sleeping pills,2,3,9,10,4,28,0,1,6,5,5,17,45
KERALA,2010,By touching electric wires,0,2,1,1,3,7,0,0,0,0,0,0,7
KERALA,2010,By coming under running vehicles/trains,1,37,69,41,33,181,0,19,17,16,3,55,236
KERALA,2010,By Other means (please specify),1,1,3,3,3,11,0,2,2,0,0,4,15
KERALA,2010,Total,64,1040,1973,2171,1098,6346,46,608,626,544,416,2240,8586
KERALA,2010,Total (Poison),18,267,574,866,457,2182,14,126,176,174,100,590,2772
KERALA,2010,Total (Jumping),0,14,19,21,4,58,0,6,3,2,1,12,70
KERALA,2011,By Over Alcoholism,0,1,15,15,7,38,0,0,0,0,0,0,38
KERALA,2011,By Drowning,1,44,89,104,59,297,1,41,64,64,63,233,530
KERALA,2011,By Fire/Self Immolation,3,15,42,37,18,115,7,86,90,71,57,311,426
KERALA,2011,By Fire-Arms,0,0,1,1,0,2,0,1,0,0,0,1,3
KERALA,2011,By Hanging,20,619,1222,1332,601,3794,19,314,318,233,161,1045,4839
KERALA,2011,By Consuming Insecticides,2,90,214,357,186,849,2,57,67,72,33,231,1080
KERALA,2011,By Consuming Other Poison,2,88,211,281,233,815,4,61,84,82,58,289,1104
KERALA,2011,By Self Infliction of injury,0,7,5,3,4,19,0,4,1,1,3,9,28
KERALA,2011,By Jumping from (Building),0,5,6,4,1,16,0,0,1,2,0,3,19
KERALA,2011,By Jumping from (Other sites),0,1,0,0,0,1,0,0,3,2,1,6,7
KERALA,2011,By Jumping off Moving Vehicles/Trains,0,8,14,11,4,37,2,1,2,2,2,9,46
KERALA,2011,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,2011,By Overdose of sleeping pills,0,2,11,7,4,24,0,6,3,2,3,14,38
KERALA,2011,By touching electric wires,0,0,2,0,0,2,0,0,0,1,0,1,3
KERALA,2011,By coming under running vehicles/trains,1,39,60,50,26,176,1,14,22,9,6,52,228
KERALA,2011,By Other means (please specify),0,8,8,7,4,27,0,3,5,4,3,15,42
KERALA,2011,Total,29,927,1900,2209,1147,6212,36,588,660,545,390,2219,8431
KERALA,2011,Total (Poison),4,185,430,641,423,1683,6,122,152,155,94,529,2212
KERALA,2011,Total (Jumping),0,6,6,4,1,17,0,0,4,4,1,9,26
KERALA,2012,By Over Alcoholism,0,0,15,38,20,73,0,0,0,0,0,0,73
KERALA,2012,By Drowning,0,40,67,76,56,239,1,41,49,54,46,191,430
KERALA,2012,By Fire/Self Immolation,1,13,25,19,17,75,4,65,45,56,56,226,301
KERALA,2012,By Fire-Arms,0,0,1,1,0,2,0,1,1,0,0,2,4
KERALA,2012,By Hanging,27,664,1482,1503,789,4465,21,364,285,297,197,1164,5629
KERALA,2012,By Consuming Insecticides,2,74,162,285,163,686,1,37,61,61,38,198,884
KERALA,2012,By Consuming Other Poison,1,75,142,223,153,594,2,41,68,71,46,228,822
KERALA,2012,By Self Infliction of injury,0,2,6,5,4,17,0,0,1,0,0,1,18
KERALA,2012,By Jumping from (Building),0,6,4,8,3,21,0,2,1,0,0,3,24
KERALA,2012,By Jumping from (Other sites),0,0,4,2,1,7,0,3,0,0,0,3,10
KERALA,2012,By Jumping off Moving Vehicles/Trains,0,4,4,8,3,19,0,2,1,1,3,7,26
KERALA,2012,By Machine,0,0,0,0,0,0,0,1,0,0,0,1,1
KERALA,2012,By Overdose of sleeping pills,0,3,9,7,2,21,0,2,5,4,2,13,34
KERALA,2012,By touching electric wires,0,1,2,3,1,7,0,0,0,0,0,0,7
KERALA,2012,By coming under running vehicles/trains,0,38,52,55,33,178,1,12,11,10,1,35,213
KERALA,2012,By Other means (please specify),0,1,1,2,1,5,0,3,2,2,2,9,14
KERALA,2012,Total,31,921,1976,2235,1246,6409,30,574,530,556,391,2081,8490
KERALA,2012,Total (Poison),3,151,310,513,320,1297,3,78,130,132,84,427,1724
KERALA,2012,Total (Jumping),0,6,8,10,4,28,0,5,1,0,0,6,34
MADHYA PRADESH,2001,By Over Alcoholism,0,12,11,8,3,34,0,1,1,0,0,2,36
MADHYA PRADESH,2001,By Drowning,25,62,32,34,15,168,20,86,44,22,16,188,356
MADHYA PRADESH,2001,By Fire/Self Immolation,9,126,71,22,12,240,15,486,191,46,13,751,991
MADHYA PRADESH,2001,By Fire-Arms,3,4,5,3,1,16,0,5,0,0,3,8,24
MADHYA PRADESH,2001,By Hanging,33,503,409,200,110,1255,15,478,194,92,44,823,2078
MADHYA PRADESH,2001,By Consuming Insecticides,16,410,310,147,64,947,29,445,232,87,38,831,1778
MADHYA PRADESH,2001,By Consuming Other Poison,10,126,103,50,33,322,21,228,95,28,18,390,712
MADHYA PRADESH,2001,By Self Infliction of injury,0,0,1,0,0,1,0,3,1,0,0,4,5
MADHYA PRADESH,2001,By Jumping from (Building),0,1,2,5,1,9,3,1,0,0,1,5,14
MADHYA PRADESH,2001,By Jumping from (Other sites),0,11,14,2,0,27,0,24,5,2,0,31,58
MADHYA PRADESH,2001,By Jumping off Moving Vehicles/Trains,1,9,10,2,10,32,0,6,1,13,0,20,52
MADHYA PRADESH,2001,By Machine,0,1,6,2,0,9,0,2,0,0,0,2,11
MADHYA PRADESH,2001,By Overdose of sleeping pills,0,2,4,4,0,10,0,2,0,0,0,2,12
MADHYA PRADESH,2001,By touching electric wires,2,12,19,15,2,50,0,4,4,1,0,9,59
MADHYA PRADESH,2001,By coming under running vehicles/trains,1,32,34,24,9,100,0,23,12,8,3,46,146
MADHYA PRADESH,2001,By Other means (please specify),30,106,98,52,30,316,12,124,32,19,25,212,528
MADHYA PRADESH,2001,Total,130,1417,1129,570,290,3536,115,1918,812,318,161,3324,6860
MADHYA PRADESH,2001,Total (Poison),26,536,414,197,97,1270,50,676,328,115,56,1225,2495
MADHYA PRADESH,2001,Total (Jumping),0,12,16,7,1,36,3,25,5,2,1,36,72
MADHYA PRADESH,2002,By Over Alcoholism,0,7,15,10,13,45,2,11,5,2,0,20,65
MADHYA PRADESH,2002,By Drowning,8,41,44,29,11,133,11,77,47,27,15,177,310
MADHYA PRADESH,2002,By Fire/Self Immolation,1,104,41,25,17,188,5,458,179,60,22,724,912
MADHYA PRADESH,2002,By Fire-Arms,0,5,4,2,0,11,0,6,2,1,0,9,20
MADHYA PRADESH,2002,By Hanging,35,512,406,253,87,1293,25,484,204,81,27,821,2114
MADHYA PRADESH,2002,By Consuming Insecticides,27,536,353,161,62,1139,27,562,274,119,42,1024,2163
MADHYA PRADESH,2002,By Consuming Other Poison,7,144,127,74,26,378,11,182,82,25,20,320,698
MADHYA PRADESH,2002,By Self Infliction of injury,0,0,0,6,5,11,0,2,6,2,0,10,21
MADHYA PRADESH,2002,By Jumping from (Building),0,2,7,3,0,12,1,2,2,0,0,5,17
MADHYA PRADESH,2002,By Jumping from (Other sites),0,16,17,1,0,34,0,10,11,6,7,34,68
MADHYA PRADESH,2002,By Jumping off Moving Vehicles/Trains,0,7,1,6,2,16,0,6,0,1,0,7,23
MADHYA PRADESH,2002,By Machine,0,0,2,1,0,3,0,0,1,0,0,1,4
MADHYA PRADESH,2002,By Overdose of sleeping pills,0,4,14,15,22,55,0,9,12,5,6,32,87
MADHYA PRADESH,2002,By touching electric wires,2,7,17,7,1,34,2,6,2,0,2,12,46
MADHYA PRADESH,2002,By coming under running vehicles/trains,1,39,41,26,9,116,1,11,13,5,4,34,150
MADHYA PRADESH,2002,By Other means,11,31,29,14,26,111,5,39,21,8,17,90,201
MADHYA PRADESH,2002,Total,92,1455,1118,633,281,3579,90,1865,861,342,162,3320,6899
MADHYA PRADESH,2002,Total (Poison),34,680,480,241,93,1528,38,746,362,146,62,1354,2882
MADHYA PRADESH,2002,Total (Jumping),0,18,24,4,0,46,1,12,13,6,7,39,85
MADHYA PRADESH,2003,By Over Alcoholism,0,11,32,6,1,50,0,0,0,0,0,0,50
MADHYA PRADESH,2003,By Drowning,22,44,49,32,14,161,10,73,56,23,13,175,336
MADHYA PRADESH,2003,By Fire/Self Immolation,5,138,57,16,16,232,11,503,143,46,27,730,962
MADHYA PRADESH,2003,By Fire-Arms,0,12,11,6,1,30,0,9,0,0,0,9,39
MADHYA PRADESH,2003,By Hanging,30,529,456,264,113,1392,22,548,217,89,26,902,2294
MADHYA PRADESH,2003,By Consuming Insecticides,22,444,402,149,64,1081,31,532,330,85,27,1005,2086
MADHYA PRADESH,2003,By Consuming Other Poison,4,89,105,26,14,238,7,158,67,21,7,260,498
MADHYA PRADESH,2003,By Self Infliction of injury,0,0,4,3,2,9,0,9,2,0,1,12,21
MADHYA PRADESH,2003,By Jumping from (Building),0,3,1,1,4,9,0,1,0,0,0,1,10
MADHYA PRADESH,2003,By Jumping from (Other sites),0,8,6,0,0,14,0,2,0,0,0,2,16
MADHYA PRADESH,2003,By Jumping off Moving Vehicles/Trains,0,13,14,3,0,30,0,1,4,0,1,6,36
MADHYA PRADESH,2003,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2003,By Overdose of sleeping pills,0,4,7,4,1,16,0,2,2,1,0,5,21
MADHYA PRADESH,2003,By touching electric wires,5,19,16,11,3,54,0,4,10,1,1,16,70
MADHYA PRADESH,2003,By coming under running vehicles/trains,1,23,32,21,17,94,1,20,10,4,7,42,136
MADHYA PRADESH,2003,By Other means (please specify),5,42,22,24,35,128,7,17,19,1,15,59,187
MADHYA PRADESH,2003,Total,94,1379,1214,566,285,3538,89,1879,860,271,125,3224,6762
MADHYA PRADESH,2003,Total (Poison),26,533,511,178,80,1328,38,699,399,106,35,1277,2605
MADHYA PRADESH,2003,Total (Jumping),0,11,7,1,4,23,0,3,0,0,0,3,26
MADHYA PRADESH,2004,By Over Alcoholism,0,15,22,23,5,65,0,0,0,0,0,0,65
MADHYA PRADESH,2004,By Drowning,17,59,55,36,10,177,10,107,62,25,17,221,398
MADHYA PRADESH,2004,By Fire/Self Immolation,7,45,43,18,13,126,6,338,129,52,26,551,677
MADHYA PRADESH,2004,By Fire-Arms,0,3,10,5,4,22,0,1,1,0,0,2,24
MADHYA PRADESH,2004,By Hanging,34,568,547,266,133,1548,34,572,246,95,32,979,2527
MADHYA PRADESH,2004,By Consuming Insecticides,31,490,324,154,90,1089,43,528,260,98,43,972,2061
MADHYA PRADESH,2004,By Consuming Other Poison,4,84,41,23,18,170,6,106,52,22,19,205,375
MADHYA PRADESH,2004,By Self Infliction of injury,0,1,1,3,4,9,0,2,3,2,0,7,16
MADHYA PRADESH,2004,By Jumping from (Building),4,1,7,2,1,15,0,3,2,0,0,5,20
MADHYA PRADESH,2004,By Jumping from (Other sites),1,15,20,6,1,43,0,4,5,0,0,9,52
MADHYA PRADESH,2004,By Jumping off Moving Vehicles/Trains,0,17,6,0,1,24,1,0,4,0,0,5,29
MADHYA PRADESH,2004,By Machine,0,3,3,3,1,10,0,1,1,0,0,2,12
MADHYA PRADESH,2004,By Overdose of sleeping pills,1,13,6,5,7,32,0,7,5,5,1,18,50
MADHYA PRADESH,2004,By touching electric wires,4,19,13,5,1,42,2,6,8,3,0,19,61
MADHYA PRADESH,2004,By coming under running vehicles/trains,3,28,36,17,18,102,2,15,10,8,8,43,145
MADHYA PRADESH,2004,By Other means (please specify),3,47,68,29,13,160,6,63,31,11,12,123,283
MADHYA PRADESH,2004,Total,109,1408,1202,595,320,3634,110,1753,819,321,158,3161,6795
MADHYA PRADESH,2004,Total (Poison),35,575,366,180,112,1268,49,636,315,122,62,1184,2452
MADHYA PRADESH,2004,Total (Jumping),5,16,27,8,2,58,0,7,7,0,0,14,72
MADHYA PRADESH,2005,By Over Alcoholism,0,17,23,24,3,67,0,0,1,0,0,1,68
MADHYA PRADESH,2005,By Drowning,17,64,46,13,15,155,29,136,76,21,10,272,427
MADHYA PRADESH,2005,By Fire/Self Immolation,6,29,23,8,1,67,4,301,124,26,11,466,533
MADHYA PRADESH,2005,By Fire-Arms,0,10,5,5,6,26,0,2,1,0,0,3,29
MADHYA PRADESH,2005,By Hanging,24,513,472,234,103,1346,18,508,203,83,34,846,2192
MADHYA PRADESH,2005,By Consuming Insecticides,17,294,202,93,46,652,16,400,190,55,20,681,1333
MADHYA PRADESH,2005,By Consuming Other Poison,12,107,72,35,25,251,3,91,56,17,10,177,428
MADHYA PRADESH,2005,By Self Infliction of injury,0,2,0,0,0,2,0,0,1,0,0,1,3
MADHYA PRADESH,2005,By Jumping from (Building),0,6,7,6,0,19,1,4,2,0,2,9,28
MADHYA PRADESH,2005,By Jumping from (Other sites),0,4,3,2,1,10,0,4,5,0,0,9,19
MADHYA PRADESH,2005,By Jumping off Moving Vehicles/Trains,0,7,5,9,1,22,0,1,1,0,0,2,24
MADHYA PRADESH,2005,By Machine,0,2,1,4,0,7,0,0,0,0,0,0,7
MADHYA PRADESH,2005,By Overdose of sleeping pills,0,2,5,1,4,12,0,1,2,3,1,7,19
MADHYA PRADESH,2005,By touching electric wires,0,9,19,9,1,38,3,10,5,2,0,20,58
MADHYA PRADESH,2005,By coming under running vehicles/trains,1,21,32,10,9,73,0,22,8,1,1,32,105
MADHYA PRADESH,2005,By Other means (please specify),6,37,34,19,8,104,4,47,9,4,7,71,175
MADHYA PRADESH,2005,Total,83,1124,949,472,223,2851,78,1527,684,212,96,2597,5448
MADHYA PRADESH,2005,Total (Poison),29,403,274,128,71,905,19,491,247,72,30,859,1764
MADHYA PRADESH,2005,Total (Jumping),0,10,10,8,1,29,1,8,7,0,2,18,47
MADHYA PRADESH,2006,By Over Alcoholism,4,7,24,10,6,51,0,2,0,0,0,2,53
MADHYA PRADESH,2006,By Drowning,12,72,101,44,26,255,17,118,75,30,8,248,503
MADHYA PRADESH,2006,By Fire/Self Immolation,2,54,67,21,9,153,3,302,156,32,9,502,655
MADHYA PRADESH,2006,By Fire-Arms,0,9,12,5,0,26,0,2,1,0,0,3,29
MADHYA PRADESH,2006,By Hanging,42,502,525,274,119,1462,17,529,247,72,31,896,2358
MADHYA PRADESH,2006,By Consuming Insecticides,17,257,194,145,72,685,21,316,182,70,33,622,1307
MADHYA PRADESH,2006,By Consuming Other Poison,0,111,114,61,18,304,5,138,71,36,6,256,560
MADHYA PRADESH,2006,By Self Infliction of injury,0,1,0,2,1,4,0,2,4,0,0,6,10
MADHYA PRADESH,2006,By Jumping from (Building),0,7,3,1,1,12,0,4,4,1,0,9,21
MADHYA PRADESH,2006,By Jumping from (Other sites),2,1,9,1,1,14,0,4,1,3,2,10,24
MADHYA PRADESH,2006,By Jumping off Moving Vehicles/Trains,2,15,19,17,8,61,1,9,19,10,3,42,103
MADHYA PRADESH,2006,By Machine,0,1,1,0,0,2,0,0,0,0,1,1,3
MADHYA PRADESH,2006,By Overdose of sleeping pills,1,8,12,12,6,39,1,16,6,3,0,26,65
MADHYA PRADESH,2006,By touching electric wires,0,18,12,1,1,32,0,9,9,1,0,19,51
MADHYA PRADESH,2006,By coming under running vehicles/trains,5,34,53,40,9,141,2,13,14,4,0,33,174
MADHYA PRADESH,2006,By Other means (please specify),9,70,81,80,22,262,16,95,101,23,22,257,519
MADHYA PRADESH,2006,Total,96,1167,1227,714,299,3503,83,1559,890,285,115,2932,6435
MADHYA PRADESH,2006,Total (Poison),17,369,308,208,91,993,26,456,257,106,39,884,1877
MADHYA PRADESH,2006,Total (Jumping),2,8,12,2,2,26,0,8,5,4,2,19,45
MADHYA PRADESH,2007,By Over Alcoholism,0,9,20,27,1,57,0,43,9,8,3,63,120
MADHYA PRADESH,2007,By Drowning,9,57,61,23,11,161,19,93,50,16,5,183,344
MADHYA PRADESH,2007,By Fire/Self Immolation,4,39,41,26,6,116,7,383,144,18,13,565,681
MADHYA PRADESH,2007,By Fire-Arms,1,17,11,7,1,37,0,1,1,0,0,2,39
MADHYA PRADESH,2007,By Hanging,31,578,507,283,126,1525,35,487,252,83,40,897,2422
MADHYA PRADESH,2007,By Consuming Insecticides,11,284,235,126,50,706,19,412,165,61,34,691,1397
MADHYA PRADESH,2007,By Consuming Other Poison,4,87,52,48,9,200,2,81,21,14,11,129,329
MADHYA PRADESH,2007,By Self Infliction of injury,0,2,3,9,1,15,0,1,0,2,0,3,18
MADHYA PRADESH,2007,By Jumping from (Building),0,9,15,4,2,30,3,16,0,1,0,20,50
MADHYA PRADESH,2007,By Jumping from (Other sites),0,2,2,2,0,6,0,6,1,0,0,7,13
MADHYA PRADESH,2007,By Jumping off Moving Vehicles/Trains,0,13,25,7,5,50,0,12,14,4,2,32,82
MADHYA PRADESH,2007,By Machine,0,51,22,0,0,73,0,22,2,1,0,25,98
MADHYA PRADESH,2007,By Overdose of sleeping pills,2,11,31,15,7,66,0,49,12,2,2,65,131
MADHYA PRADESH,2007,By touching electric wires,14,20,8,3,2,47,0,3,2,2,1,8,55
MADHYA PRADESH,2007,By coming under running vehicles/trains,1,47,43,33,7,131,0,17,5,0,3,25,156
MADHYA PRADESH,2007,By Other means (please specify),16,87,50,63,34,250,27,47,48,17,5,144,394
MADHYA PRADESH,2007,Total,93,1313,1126,676,262,3470,112,1673,726,229,119,2859,6329
MADHYA PRADESH,2007,Total (Poison),15,373,290,183,60,921,21,494,186,77,45,823,1744
MADHYA PRADESH,2007,Total (Jumping),0,11,17,6,2,36,3,22,1,1,0,27,63
MADHYA PRADESH,2008,By Over Alcoholism,0,47,46,51,4,148,0,0,1,0,0,1,149
MADHYA PRADESH,2008,By Drowning,13,72,88,39,35,247,13,116,75,24,13,241,488
MADHYA PRADESH,2008,By Fire/Self Immolation,2,111,80,55,8,256,4,412,241,50,13,720,976
MADHYA PRADESH,2008,By Fire-Arms,0,9,9,8,0,26,0,0,0,1,0,1,27
MADHYA PRADESH,2008,By Hanging,30,647,614,345,141,1777,25,564,223,95,25,932,2709
MADHYA PRADESH,2008,By Consuming Insecticides,11,445,319,159,81,1015,23,483,232,95,24,857,1872
MADHYA PRADESH,2008,By Consuming Other Poison,7,121,148,61,80,417,7,150,81,19,5,262,679
MADHYA PRADESH,2008,By Self Infliction of injury,0,0,3,2,5,10,0,0,0,0,0,0,10
MADHYA PRADESH,2008,By Jumping from (Building),0,4,2,1,1,8,0,3,16,0,0,19,27
MADHYA PRADESH,2008,By Jumping from (Other sites),0,0,13,0,3,16,0,0,1,0,1,2,18
MADHYA PRADESH,2008,By Jumping off Moving Vehicles/Trains,2,31,21,9,5,68,0,19,19,0,2,40,108
MADHYA PRADESH,2008,By Machine,0,2,0,2,0,4,0,0,0,1,0,1,5
MADHYA PRADESH,2008,By Overdose of sleeping pills,3,5,28,6,5,47,0,9,2,6,11,28,75
MADHYA PRADESH,2008,By touching electric wires,3,16,8,6,3,36,0,2,2,0,0,4,40
MADHYA PRADESH,2008,By coming under running vehicles/trains,0,24,46,32,4,106,2,20,27,5,3,57,163
MADHYA PRADESH,2008,By Other means (please specify),4,58,76,39,7,184,6,55,25,9,4,99,283
MADHYA PRADESH,2008,Total,75,1592,1501,815,382,4365,80,1833,945,305,101,3264,7629
MADHYA PRADESH,2008,Total (Poison),18,566,470,222,166,1442,30,633,313,114,29,1119,2561
MADHYA PRADESH,2008,Total (Jumping),0,4,15,1,4,24,0,3,17,0,1,21,45
MADHYA PRADESH,2009,By Over Alcoholism,0,14,60,47,8,129,0,0,5,1,0,6,135
MADHYA PRADESH,2009,By Drowning,40,140,114,49,25,368,19,134,75,29,9,266,634
MADHYA PRADESH,2009,By Fire/Self Immolation,6,82,95,43,31,257,13,532,282,56,16,899,1156
MADHYA PRADESH,2009,By Fire-Arms,1,12,20,10,7,50,1,3,3,0,0,7,57
MADHYA PRADESH,2009,By Hanging,44,631,515,325,103,1618,66,626,300,79,23,1094,2712
MADHYA PRADESH,2009,By Consuming Insecticides,18,456,336,250,60,1120,55,543,213,74,26,911,2031
MADHYA PRADESH,2009,By Consuming Other Poison,12,133,106,39,14,304,11,106,66,19,9,211,515
MADHYA PRADESH,2009,By Self Infliction of injury,0,0,0,1,1,2,0,0,0,0,0,0,2
MADHYA PRADESH,2009,By Jumping from (Building),3,1,6,2,1,13,2,3,18,0,0,23,36
MADHYA PRADESH,2009,By Jumping from (Other sites),1,7,14,1,3,26,0,3,5,0,0,8,34
MADHYA PRADESH,2009,By Jumping off Moving Vehicles/Trains,0,20,10,1,4,35,1,2,19,1,0,23,58
MADHYA PRADESH,2009,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2009,By Overdose of sleeping pills,0,11,9,8,1,29,0,8,7,4,1,20,49
MADHYA PRADESH,2009,By touching electric wires,7,23,11,19,2,62,2,5,2,6,3,18,80
MADHYA PRADESH,2009,By coming under running vehicles/trains,2,26,32,26,11,97,2,19,11,12,12,56,153
MADHYA PRADESH,2009,By Other means (please specify),132,202,256,267,133,990,70,112,136,95,58,471,1461
MADHYA PRADESH,2009,Total,266,1758,1584,1088,404,5100,242,2096,1142,376,157,4013,9113
MADHYA PRADESH,2009,Total (Poison),30,589,442,290,75,1426,66,649,279,93,35,1122,2548
MADHYA PRADESH,2009,Total (Jumping),4,8,20,3,4,39,2,6,23,0,0,31,70
MADHYA PRADESH,2010,By Over Alcoholism,0,32,56,44,8,140,0,0,0,1,2,3,143
MADHYA PRADESH,2010,By Drowning,47,87,66,51,20,271,23,135,65,31,14,268,539
MADHYA PRADESH,2010,By Fire/Self Immolation,9,83,64,33,18,207,8,524,226,54,29,841,1048
MADHYA PRADESH,2010,By Fire-Arms,0,13,16,5,6,40,5,16,12,1,0,34,74
MADHYA PRADESH,2010,By Hanging,58,710,649,401,157,1975,32,598,312,90,42,1074,3049
MADHYA PRADESH,2010,By Consuming Insecticides,21,475,415,193,62,1166,43,468,288,99,41,939,2105
MADHYA PRADESH,2010,By Consuming Other Poison,18,147,130,69,33,397,17,166,67,52,10,312,709
MADHYA PRADESH,2010,By Self Infliction of injury,0,3,10,3,0,16,0,0,2,0,0,2,18
MADHYA PRADESH,2010,By Jumping from (Building),2,3,4,3,3,15,0,4,2,0,0,6,21
MADHYA PRADESH,2010,By Jumping from (Other sites),0,12,9,5,2,28,0,3,0,2,0,5,33
MADHYA PRADESH,2010,By Jumping off Moving Vehicles/Trains,0,28,27,11,12,78,0,6,3,0,0,9,87
